Battery Charge (kWh),Battery Discharge (kWh),Battery Reserve (kWh),Expected Shortfall (kWh),Generator Production (kWh),Generator Reserve (kWh),Grid Import (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),State of Charge (kWh),Time Step
17.554578342702065,3.035544697933532,1.0900831403160707,5.263668644604944e-11,-8.601379072133253e-9,-8.625040916668084e-9,-9.046818463996026e-9,9.092088681,1.3626761523860367,25.260198055004945,53.54013478141195,11
16.408863757205623,4.040351079890047,1.1545265534865092,1.1166303621622854e-11,-8.60137907241058e-9,-8.625040916673107e-9,-9.046818464041564e-9,12.32987813,1.6973381779911456,27.145028825461594,65.29022182486175,12
17.442456074227596,3.1679829806886093,1.2272410600148291,5.555130363540078e-12,-8.601379072709254e-9,-8.625040916678515e-9,-9.046818464090606e-9,9.787916987,2.454612995585485,27.015405450396997,78.85097126372379,13
14.290671514704202,6.045559250964985,1.2740802920647887,1.1400168604020538e-11,-8.60137907261012e-9,-8.625040916676718e-9,-9.046818464074337e-9,13.82354352,2.223611291484655,24.744985064947823,86.68382791427604,14
12.625396154905866,7.430624006961334,1.329376859776825,1.993350772872273e-11,-8.601379072530059e-9,-8.625040916675266e-9,-9.046818464061201e-9,11.68856198,2.0011791813806745,19.34929551074817,91.61886145482335,15
10.40648786271783,9.264305139128473,1.3786236087699972,0.0025436952335485727,-8.601379071069547e-9,-8.625040916648806e-9,-9.046818463821496e-9,12.28662929,0.7339333001388368,14.337433119038275,92.70393504223324,16
9.196248993280694,10.277461932557276,1.4412162632409082,0.0025265661756166593,-3.145321006353547e-9,-8.676400096898956e-9,1.0336746555488654,10.64418331,-9.046818405522572e-9,8.660819638401396,91.67678274992048,17
9.32879124540322,9.903497714637142,1.5467873211741037,0.0023120370920232786,-3.1453209954878794e-9,-8.676400096958533e-9,7.34414203430161,9.367869155,-9.046818405522572e-9,1.5693769875123622,91.13081160414826,18
3.458897574816179,15.97303200808116,1.2671969756083616,0.0022952611547772065,-3.145320987112678e-9,-8.67640009700451e-9,2.184147151560153e-17,12.39465148,-9.061843339083449e-9,9.061843339083449e-9,79.24238389254653,19
13.038412936752826,7.199324202644266,1.877883516309828,0.002373492721183246,-3.1453209935426116e-9,-8.676400096969157e-9,21.40732244523465,15.44467842,-9.061843338888102e-9,9.061843338888102e-9,84.78951818994966,20
8.730714798559879,10.343814802187085,1.9412515216315884,0.002341300584336592,-3.145320993831821e-9,-8.676400096967559e-9,15.407296286825082,16.8985169,-9.061843338879357e-9,9.061843338879357e-9,83.25707318650382,21
6.103527105314157,12.75400297073768,1.9675833913147263,0.002380533316141392,-3.1453209945532084e-9,-8.676400096963592e-9,9.945145810990681,16.47170006,-9.061843338857441e-9,9.061843338857441e-9,76.93912111435147,22
4.639853051649089,14.125608217323341,1.9960050772457698,0.002657087891479138,-3.145320996481994e-9,-8.676400096952995e-9,4.338642610015839,13.68607957,-9.06184333879879e-9,9.06184333879879e-9,67.92765370696092,23
5.737985517994005,12.638637472941278,2.530960159540693,0.00267013135244175,-3.1453210012291767e-9,-8.676400096926921e-9,1.7085941109388465,8.470248611,-9.061843338654411e-9,9.061843338654411e-9,61.372034349761016,24
7.432935081720642,10.447838384981813,3.5279728016240437,0.0023634633700501144,-3.145321006869946e-9,-8.676400096895938e-9,1.0006137749214545,3.892483486,-9.06184333848286e-9,9.06184333848286e-9,58.507876211662904,25
6.931197788049404,10.302522997560244,4.259800086765099,0.0023495111197272237,-3.1453210121452232e-9,-8.676400096866962e-9,0.72399940680276,3.97301733,-9.061843338322424e-9,9.061843338322424e-9,55.305117262627604,26
6.330375431632087,10.333460834901635,4.821711705308616,0.0029366885870143757,-3.1453210180008158e-9,-8.676400096834793e-9,0.5544543652758107,4.404666059,-9.06184333814433e-9,9.06184333814433e-9,51.50218612952153,27
